temperature,cte
0.000000000000000,0.0
2.000000000000000,-2.1755725e-08
4.000000000000000,-2.3643092e-08
6.000000000000000,-3.0348887e-08
8.000000000000000,-5.9654018e-08
10.000000000000000,-1.3261053e-07
12.000000000000000,-2.65658697e-07
14.000000000000000,-4.67424757e-07
16.000000000000000,-7.37684434e-07
18.000000000000000,-1.068001736e-06
20.000000000000000,-1.446825519e-06
22.000000000000000,-1.860480194e-06
24.000000000000000,-2.29571864e-06
26.000000000000000,-2.73883937e-06
28.000000000000000,-3.178540058e-06
30.000000000000000,-3.605506151e-06
32.000000000000000,-4.012047781e-06
34.000000000000000,-4.392327155e-06
36.000000000000000,-4.740745825e-06
38.000000000000000,-5.054798482e-06
40.000000000000000,-5.331625457e-06
42.000000000000000,-5.570025743e-06
44.000000000000000,-5.769619189e-06
46.000000000000000,-5.929962005e-06
48.000000000000000,-6.051563753e-06
50.000000000000000,-6.136067746e-06
52.000000000000000,-6.184626453e-06
54.000000000000000,-6.197896829e-06
56.000000000000000,-6.17858954e-06
58.000000000000000,-6.128312283e-06
60.000000000000000,-6.048893454e-06
62.000000000000000,-5.943350074e-06
64.000000000000000,-5.812795804e-06
66.000000000000000,-5.659612829e-06
68.000000000000000,-5.48620576e-06
70.000000000000000,-5.293847592e-06
72.000000000000000,-5.085298462e-06
74.000000000000000,-4.861511669e-06
76.000000000000000,-4.6250321e-06
78.000000000000000,-4.377599452e-06
80.000000000000000,-4.119608353e-06
82.000000000000000,-3.853450906e-06
84.000000000000000,-3.580259113e-06
86.000000000000000,-3.300872388e-06
88.000000000000000,-3.01746558e-06
90.000000000000000,-2.730594218e-06
92.000000000000000,-2.440307808e-06
94.000000000000000,-2.147963243e-06
96.000000000000000,-1.855037359e-06
98.000000000000000,-1.561580099e-06
100.000000000000000,-1.268257842e-06
102.000000000000000,-9.75802259e-07
104.000000000000000,-6.84435926e-07
106.000000000000000,-3.951723e-07
108.000000000000000,-1.07283569e-07
110.000000000000000,1.78033977e-07
112.000000000000000,4.5966181e-07
114.000000000000000,7.39306287e-07
116.000000000000000,1.015806668e-06
118.000000000000000,1.287953797e-06
120.000000000000000,1.557278992e-06
122.000000000000000,1.822892079e-06
124.000000000000000,2.084532161e-06
126.000000000000000,2.342565011e-06
128.000000000000000,2.596707102e-06
130.000000000000000,2.846589979e-06
132.000000000000000,3.092540358e-06
134.000000000000000,3.33452045e-06
136.000000000000000,3.572781822e-06
138.000000000000000,3.806934072e-06
140.000000000000000,4.036428458e-06
142.000000000000000,4.262594815e-06
144.000000000000000,4.48512665e-06
146.000000000000000,4.703013376e-06
148.000000000000000,4.917421718e-06
150.000000000000000,5.128448478e-06
152.000000000000000,5.335244242e-06
154.000000000000000,5.538291881e-06
156.000000000000000,5.737755898e-06
158.000000000000000,5.933703297e-06
160.000000000000000,6.126371687e-06
162.000000000000000,6.315174383e-06
164.000000000000000,6.501026527e-06
166.000000000000000,6.683746012e-06
168.000000000000000,6.861722578e-06
170.000000000000000,7.037688298e-06
172.000000000000000,7.211513501e-06
174.000000000000000,7.381224687e-06
176.000000000000000,7.547739818e-06
178.000000000000000,7.71156866e-06
180.000000000000000,7.872698318e-06
182.000000000000000,8.031301139e-06
184.000000000000000,8.186845475e-06
186.000000000000000,8.33949087e-06
188.000000000000000,8.49016727e-06
190.000000000000000,8.638042589e-06
192.000000000000000,8.783730076e-06
194.000000000000000,8.926355003e-06
196.000000000000000,9.067027918e-06
198.000000000000000,9.205602135e-06
200.000000000000000,9.340985864e-06
202.000000000000000,9.475949272e-06
204.000000000000000,9.608309156e-06
206.000000000000000,9.737251376e-06
208.000000000000000,9.864682904e-06
210.000000000000000,9.990822479e-06
212.000000000000000,1.0115403142e-05
214.000000000000000,1.023676486e-05
216.000000000000000,1.0356638245e-05
218.000000000000000,1.0475702772e-05
220.000000000000000,1.0592124972e-05
222.000000000000000,1.0707205041e-05
224.000000000000000,1.0820456894e-05
226.000000000000000,1.0931919835e-05
228.000000000000000,1.1042694422e-05
230.000000000000000,1.1151079145e-05
232.000000000000000,1.1257746159e-05
234.000000000000000,1.13642318e-05
236.000000000000000,1.1468490485e-05
238.000000000000000,1.1570451123e-05
240.000000000000000,1.1672841914e-05
242.000000000000000,1.1773532586e-05
244.000000000000000,1.1872034791e-05
246.000000000000000,1.1969668211e-05
248.000000000000000,1.2065253452e-05
250.000000000000000,1.2161128091e-05
252.000000000000000,1.2255760084e-05
254.000000000000000,1.2348407823e-05
256.000000000000000,1.2440317464e-05
258.000000000000000,1.2530840221e-05
260.000000000000000,1.2620922629e-05
262.000000000000000,1.270926309e-05
264.000000000000000,1.2797468963e-05
266.000000000000000,1.2884194221e-05
268.000000000000000,1.2968795095e-05
270.000000000000000,1.3054760089e-05
272.000000000000000,1.3138352748e-05
274.000000000000000,1.3220364627e-05
276.000000000000000,1.3303506588e-05
278.000000000000000,1.3385525188e-05
280.000000000000000,1.3465193722e-05
282.000000000000000,1.3544474827e-05
284.000000000000000,1.3623910946e-05
286.000000000000000,1.3701791207e-05
288.000000000000000,1.3778905684e-05
290.000000000000000,1.3854939396e-05
292.000000000000000,1.3930674771e-05
294.000000000000000,1.4007074665e-05
296.000000000000000,1.4080639283e-05
298.000000000000000,1.4154186716e-05
300.000000000000000,1.4228252786e-05
302.000000000000000,1.4299855245e-05
304.000000000000000,1.4371013189e-05
306.000000000000000,1.4443226118e-05
308.000000000000000,1.4513800092e-05
310.000000000000000,1.4583217886e-05
312.000000000000000,1.4652732635e-05
314.000000000000000,1.4721664852e-05
316.000000000000000,1.4790108954e-05
318.000000000000000,1.4857630735e-05
320.000000000000000,1.4924712727e-05
322.000000000000000,1.4991100567e-05
324.000000000000000,1.5057766956e-05
326.000000000000000,1.5122995986e-05
328.000000000000000,1.5187774786e-05
330.000000000000000,1.5252570907e-05
332.000000000000000,1.5316914802e-05
334.000000000000000,1.5381338924e-05
336.000000000000000,1.5444273224e-05
338.000000000000000,1.5506449596e-05
340.000000000000000,1.5569065273e-05
342.000000000000000,1.5631322269e-05
344.000000000000000,1.5692476013e-05
346.000000000000000,1.5752863863e-05
348.000000000000000,1.5814512552e-05
350.000000000000000,1.5875573395e-05
352.000000000000000,1.5934114611e-05
354.000000000000000,1.5993784274e-05
356.000000000000000,1.6053251895e-05
358.000000000000000,1.6112024165e-05
360.000000000000000,1.6170748925e-05
362.000000000000000,1.6228534862e-05
364.000000000000000,1.6286026622e-05
366.000000000000000,1.6343523961e-05
368.000000000000000,1.6400809365e-05
370.000000000000000,1.6457563342e-05
372.000000000000000,1.6514280735e-05
374.000000000000000,1.6569979524e-05
376.000000000000000,1.6625957373e-05
378.000000000000000,1.6681382971e-05
380.000000000000000,1.6736083352e-05
382.000000000000000,1.6791224363e-05
384.000000000000000,1.6845707695e-05
386.000000000000000,1.690057199e-05
388.000000000000000,1.6954455505e-05
390.000000000000000,1.7007897549e-05
392.000000000000000,1.7061774535e-05
394.000000000000000,1.7114933765e-05
396.000000000000000,1.7168016297e-05
398.000000000000000,1.7220283305e-05
400.000000000000000,1.7272741831e-05
402.000000000000000,1.7325461678e-05
404.000000000000000,1.7377563714e-05
406.000000000000000,1.7428771608e-05
408.000000000000000,1.7480147334e-05
410.000000000000000,1.7531769119e-05
412.000000000000000,1.7582654224e-05
414.000000000000000,1.7634070347e-05
416.000000000000000,1.7684406061e-05
418.000000000000000,1.7734447113e-05
420.000000000000000,1.7784402376e-05
422.000000000000000,1.7834434801e-05
424.000000000000000,1.788477816e-05
426.000000000000000,1.793408772e-05
428.000000000000000,1.7983360352e-05
430.000000000000000,1.8032215123e-05
432.000000000000000,1.8081445544e-05
434.000000000000000,1.8130679304e-05
436.000000000000000,1.8179088612e-05
438.000000000000000,1.8226916848e-05
440.000000000000000,1.8275341434e-05
442.000000000000000,1.8323851507e-05
444.000000000000000,1.8371526391e-05
446.000000000000000,1.841943081e-05
448.000000000000000,1.8466767963e-05
450.000000000000000,1.8513917187e-05
452.000000000000000,1.8561315572e-05
454.000000000000000,1.860864914e-05
456.000000000000000,1.865554088e-05
458.000000000000000,1.8701761627e-05
460.000000000000000,1.8748250514e-05
462.000000000000000,1.8794805342e-05
464.000000000000000,1.8841497225e-05
466.000000000000000,1.8887556886e-05
468.000000000000000,1.8933272049e-05
470.000000000000000,1.8979222526e-05
472.000000000000000,1.9024719911e-05
474.000000000000000,1.9070301981e-05
476.000000000000000,1.9115878872e-05
478.000000000000000,1.9161131032e-05
480.000000000000000,1.9206244769e-05
482.000000000000000,1.925149646e-05
484.000000000000000,1.9295855427e-05
486.000000000000000,1.9340621703e-05
488.000000000000000,1.9385563578e-05
490.000000000000000,1.9430027188e-05
492.000000000000000,1.9474419045e-05
494.000000000000000,1.9518819772e-05
496.000000000000000,1.95634562e-05
498.000000000000000,1.9607074583e-05
500.000000000000000,1.9650919879e-05
502.000000000000000,1.969466736e-05
504.000000000000000,1.9738227534e-05
506.000000000000000,1.9781745744e-05
508.000000000000000,1.9825617837e-05
510.000000000000000,1.9869270699e-05
512.000000000000000,1.99117839e-05
514.000000000000000,1.9955296958e-05
516.000000000000000,1.9998568346e-05
518.000000000000000,2.004107775e-05
520.000000000000000,2.0084305752e-05
522.000000000000000,2.0127322414e-05
524.000000000000000,2.0169546341e-05
526.000000000000000,2.0212642359e-05
528.000000000000000,2.0255440222e-05
530.000000000000000,2.0297435034e-05
532.000000000000000,2.0339102144e-05
534.000000000000000,2.0380680633e-05
536.000000000000000,2.0424413204e-05
538.000000000000000,2.046689933e-05
540.000000000000000,2.0508003601e-05
542.000000000000000,2.0550119381e-05
544.000000000000000,2.0591667347e-05
546.000000000000000,2.0633250038e-05
548.000000000000000,2.0675325403e-05
550.000000000000000,2.0716899086e-05
552.000000000000000,2.0757977881e-05
554.000000000000000,2.0799584774e-05
556.000000000000000,2.0840207552e-05
558.000000000000000,2.0882360155e-05
560.000000000000000,2.0923907961e-05
562.000000000000000,2.0963873514e-05
564.000000000000000,2.1007079998e-05
566.000000000000000,2.1046269953e-05
568.000000000000000,2.1085985103e-05
570.000000000000000,2.1129634175e-05
572.000000000000000,2.1170684709e-05
574.000000000000000,2.1209819499e-05
576.000000000000000,2.1249238887e-05
578.000000000000000,2.1290943731e-05
580.000000000000000,2.1332675202e-05
582.000000000000000,2.13726986e-05
584.000000000000000,2.1414148182e-05
586.000000000000000,2.145372605e-05
588.000000000000000,2.1491648616e-05
590.000000000000000,2.1533497257e-05
592.000000000000000,2.157395189e-05
594.000000000000000,2.1613381826e-05
596.000000000000000,2.1654207132e-05
598.000000000000000,2.1694963611e-05
600.000000000000000,2.173347066e-05
602.000000000000000,2.1774948851e-05
604.000000000000000,2.1815301139e-05
606.000000000000000,2.1853578749e-05
608.000000000000000,2.1891993949e-05
610.000000000000000,2.1932709034e-05
612.000000000000000,2.1974078191e-05
614.000000000000000,2.2012803935e-05
616.000000000000000,2.2052845286e-05
618.000000000000000,2.2091247703e-05
620.000000000000000,2.2130880407e-05
622.000000000000000,2.2170184833e-05
624.000000000000000,2.2210507062e-05
626.000000000000000,2.2252714281e-05
628.000000000000000,2.2289040605e-05
630.000000000000000,2.2328324382e-05
632.000000000000000,2.2367542954e-05
634.000000000000000,2.2406166663e-05
636.000000000000000,2.2446932027e-05
638.000000000000000,2.2484019445e-05
640.000000000000000,2.2525499752e-05
642.000000000000000,2.2564677334e-05
644.000000000000000,2.2603282653e-05
646.000000000000000,2.2641033829e-05
648.000000000000000,2.2679763398e-05
650.000000000000000,2.2720695689e-05
652.000000000000000,2.2760854842e-05
654.000000000000000,2.279762063e-05
656.000000000000000,2.2833772942e-05
658.000000000000000,2.2873644596e-05
660.000000000000000,2.2915762508e-05
662.000000000000000,2.2954347071e-05
664.000000000000000,2.2990858967e-05
666.000000000000000,2.3031175905e-05
668.000000000000000,2.306861615e-05
670.000000000000000,2.3105401547e-05
672.000000000000000,2.3147365932e-05
674.000000000000000,2.3189280722e-05
676.000000000000000,2.3224564298e-05
678.000000000000000,2.3260611557e-05
680.000000000000000,2.3301087212e-05
682.000000000000000,2.3340147501e-05
684.000000000000000,2.3377202511e-05
686.000000000000000,2.341779348e-05
688.000000000000000,2.3452896118e-05
690.000000000000000,2.3494532264e-05
692.000000000000000,2.353697089e-05
694.000000000000000,2.3571331522e-05
696.000000000000000,2.3607218734e-05
698.000000000000000,2.3646330252e-05
700.000000000000000,2.3687833391e-05
702.000000000000000,2.3723918995e-05
704.000000000000000,2.3764127832e-05
706.000000000000000,2.3802763094e-05
708.000000000000000,2.3836624595e-05
710.000000000000000,2.3876969801e-05
712.000000000000000,2.3918055719e-05
714.000000000000000,2.3955823354e-05
716.000000000000000,2.3992086296e-05
718.000000000000000,2.4030889806e-05
720.000000000000000,2.4069876723e-05
722.000000000000000,2.4105579479e-05
724.000000000000000,2.414607562e-05
726.000000000000000,2.4185126692e-05
728.000000000000000,2.4221769389e-05
730.000000000000000,2.4261278902e-05
732.000000000000000,2.4299071231e-05
734.000000000000000,2.4334543602e-05
736.000000000000000,2.4374235247e-05
