idx,ratio,init_sgn,sgn,energy,volume,natom,a,b,c,alpha,beta,gamma,force_conv,steps,opt_conv
post-0,167,167,-279.499755859375,318.06521807165706,30,4.765289505525157,4.765289505525155,16.173610012723184,90.0,90.0,120.00000000000001,True,161,True
post-1,167,167,-280.5067138671875,328.215481878811,30,4.815450447688578,4.815450447688577,16.343858539172906,90.0,90.0,120.00000000000001,True,85,True
post-2,167,167,-281.234619140625,338.57942764031293,30,4.865611389852,4.865611389851999,16.51410706562262,90.0,90.0,120.00000000000001,True,67,True
post-3,167,167,-281.72064208984375,349.1592812098541,30,4.915772332015421,4.91577233201542,16.68435559207234,90.0,90.0,120.00000000000001,True,69,True
post-4,167,167,-281.99505615234375,359.9572684411261,30,4.965933274178845,4.965933274178844,16.854604118522058,90.0,90.0,120.00000000000001,True,54,True
post-5,167,167,-282.0814514160156,370.9756151878198,30,5.016094216342268,5.016094216342269,17.024852644971777,90.0,90.0,120.00000000000001,True,43,True
post-6,167,167,-282.002197265625,382.21654730362604,30,5.066255158505692,5.066255158505692,17.195101171421495,90.0,90.0,120.00000000000001,True,46,True
post-7,167,167,-281.77496337890625,393.68229064223556,30,5.116416100669113,5.116416100669113,17.36534969787121,90.0,90.0,120.00000000000001,True,40,True
post-8,167,167,-281.41424560546875,405.3750710573407,30,5.166577042832537,5.166577042832536,17.53559822432093,90.0,90.0,120.00000000000001,True,91,True
post-9,167,167,-280.9324035644531,417.2971144026321,30,5.2167379849959605,5.2167379849959605,17.705846750770647,90.0,90.0,120.00000000000001,True,82,True
post-10,167,167,-280.3404541015625,429.45064653179935,30,5.266898927159379,5.26689892715938,17.876095277220365,90.0,90.0,119.99999999999999,True,83,True
