# Volume points
 119.98576    0.32414   0.30374   0.20764   0.04297  -0.17766  -0.44566  -0.75474  -1.09999
 123.65854    0.27915   0.26009   0.16410  -0.00175  -0.22414  -0.49425  -0.80565  -1.15337
 127.40552    0.29256   0.27405   0.17704   0.00903  -0.21602  -0.48905  -0.80352  -1.15443
 131.22743    0.35708   0.33835   0.23891   0.06735  -0.16165  -0.43883  -0.75759  -1.11286
 135.12502    0.46757   0.44824   0.34555   0.16972  -0.06390  -0.34587  -0.66952  -1.02973
 139.09904    0.61954   0.59920   0.49258   0.31186   0.07306  -0.21423  -0.54327  -0.90891
 143.15022    0.80823   0.78630   0.67447   0.48762   0.24239  -0.05143  -0.38706  -0.75933

# Fitted data
 119.98576    0.32405   0.30367   0.20758   0.04292  -0.17770  -0.44569  -0.75477  -1.10000
 120.10158    0.32168   0.30135   0.20528   0.04061  -0.18005  -0.44810  -0.75723  -1.10254
 120.21740    0.31937   0.29909   0.20305   0.03835  -0.18235  -0.45045  -0.75964  -1.10501
 120.33322    0.31712   0.29690   0.20088   0.03616  -0.18458  -0.45274  -0.76199  -1.10742
 120.44905    0.31494   0.29477   0.19877   0.03403  -0.18675  -0.45496  -0.76428  -1.10978
 120.56487    0.31283   0.29271   0.19673   0.03196  -0.18887  -0.45713  -0.76651  -1.11208
 120.68069    0.31078   0.29071   0.19475   0.02996  -0.19092  -0.45924  -0.76868  -1.11432
 120.79651    0.30880   0.28878   0.19283   0.02801  -0.19291  -0.46128  -0.77079  -1.11650
 120.91233    0.30688   0.28691   0.19097   0.02613  -0.19484  -0.46327  -0.77285  -1.11862
 121.02816    0.30503   0.28510   0.18917   0.02430  -0.19671  -0.46520  -0.77484  -1.12069
 121.14398    0.30323   0.28336   0.18744   0.02254  -0.19852  -0.46708  -0.77678  -1.12270
 121.25980    0.30151   0.28167   0.18577   0.02084  -0.20028  -0.46889  -0.77866  -1.12466
 121.37562    0.29984   0.28005   0.18416   0.01919  -0.20197  -0.47065  -0.78049  -1.12656
 121.49145    0.29824   0.27849   0.18261   0.01761  -0.20361  -0.47235  -0.78226  -1.12840
 121.60727    0.29670   0.27700   0.18111   0.01608  -0.20519  -0.47399  -0.78397  -1.13019
 121.72309    0.29522   0.27556   0.17968   0.01462  -0.20671  -0.47558  -0.78563  -1.13193
 121.83891    0.29380   0.27418   0.17831   0.01321  -0.20817  -0.47711  -0.78723  -1.13361
 121.95474    0.29245   0.27287   0.17700   0.01186  -0.20958  -0.47858  -0.78878  -1.13523
 122.07056    0.29116   0.27161   0.17575   0.01056  -0.21093  -0.48000  -0.79027  -1.13680
 122.18638    0.28992   0.27042   0.17455   0.00933  -0.21222  -0.48136  -0.79171  -1.13832
 122.30220    0.28875   0.26928   0.17341   0.00815  -0.21346  -0.48267  -0.79309  -1.13978
 122.41802    0.28764   0.26821   0.17233   0.00703  -0.21464  -0.48392  -0.79442  -1.14119
 122.53385    0.28658   0.26719   0.17131   0.00596  -0.21577  -0.48512  -0.79570  -1.14255
 122.64967    0.28559   0.26623   0.17035   0.00496  -0.21684  -0.48626  -0.79692  -1.14386
 122.76549    0.28465   0.26533   0.16944   0.00400  -0.21785  -0.48735  -0.79809  -1.14511
 122.88131    0.28378   0.26449   0.16859   0.00311  -0.21881  -0.48838  -0.79920  -1.14631
 122.99714    0.28296   0.26370   0.16780   0.00226  -0.21972  -0.48937  -0.80027  -1.14746
 123.11296    0.28220   0.26298   0.16706   0.00148  -0.22057  -0.49029  -0.80128  -1.14856
 123.22878    0.28150   0.26231   0.16638   0.00075  -0.22137  -0.49117  -0.80224  -1.14960
 123.34460    0.28086   0.26169   0.16575   0.00007  -0.22212  -0.49199  -0.80314  -1.15060
 123.46043    0.28027   0.26114   0.16518  -0.00056  -0.22281  -0.49277  -0.80400  -1.15154
 123.57625    0.27974   0.26064   0.16467  -0.00112  -0.22345  -0.49348  -0.80480  -1.15243
 123.69207    0.27927   0.26019   0.16420  -0.00164  -0.22404  -0.49415  -0.80556  -1.15328
 123.80789    0.27885   0.25980   0.16380  -0.00210  -0.22457  -0.49477  -0.80626  -1.15407
 123.92371    0.27849   0.25947   0.16345  -0.00251  -0.22505  -0.49533  -0.80691  -1.15482
 124.03954    0.27818   0.25919   0.16315  -0.00287  -0.22549  -0.49585  -0.80752  -1.15551
 124.15536    0.27793   0.25896   0.16290  -0.00317  -0.22586  -0.49631  -0.80807  -1.15616
 124.27118    0.27774   0.25879   0.16271  -0.00342  -0.22619  -0.49672  -0.80857  -1.15675
 124.38700    0.27760   0.25868   0.16257  -0.00362  -0.22647  -0.49708  -0.80902  -1.15730
 124.50283    0.27751   0.25861   0.16248  -0.00377  -0.22669  -0.49740  -0.80943  -1.15780
 124.61865    0.27748   0.25861   0.16245  -0.00387  -0.22687  -0.49766  -0.80978  -1.15826
 124.73447    0.27751   0.25865   0.16247  -0.00392  -0.22700  -0.49787  -0.81009  -1.15866
 124.85029    0.27758   0.25875   0.16254  -0.00391  -0.22707  -0.49804  -0.81035  -1.15902
 124.96611    0.27771   0.25890   0.16266  -0.00385  -0.22710  -0.49815  -0.81056  -1.15933
 125.08194    0.27790   0.25910   0.16283  -0.00375  -0.22707  -0.49822  -0.81072  -1.15959
 125.19776    0.27814   0.25936   0.16306  -0.00359  -0.22700  -0.49824  -0.81084  -1.15980
 125.31358    0.27842   0.25966   0.16333  -0.00339  -0.22688  -0.49821  -0.81091  -1.15997
 125.42940    0.27877   0.26002   0.16366  -0.00313  -0.22671  -0.49813  -0.81093  -1.16010
 125.54523    0.27916   0.26043   0.16403  -0.00283  -0.22649  -0.49801  -0.81090  -1.16017
 125.66105    0.27960   0.26089   0.16446  -0.00247  -0.22622  -0.49784  -0.81083  -1.16021
 125.77687    0.28010   0.26141   0.16493  -0.00207  -0.22591  -0.49762  -0.81071  -1.16019
 125.89269    0.28065   0.26197   0.16546  -0.00162  -0.22555  -0.49735  -0.81055  -1.16013
 126.00852    0.28125   0.26258   0.16603  -0.00112  -0.22514  -0.49704  -0.81034  -1.16003
 126.12434    0.28190   0.26324   0.16665  -0.00057  -0.22468  -0.49668  -0.81008  -1.15988
 126.24016    0.28260   0.26396   0.16732   0.00002  -0.22418  -0.49628  -0.80978  -1.15969
 126.35598    0.28335   0.26472   0.16804   0.00066  -0.22363  -0.49583  -0.80944  -1.15945
 126.47180    0.28415   0.26553   0.16881   0.00135  -0.22303  -0.49533  -0.80905  -1.15917
 126.58763    0.28500   0.26639   0.16963   0.00209  -0.22239  -0.49479  -0.80861  -1.15884
 126.70345    0.28590   0.26730   0.17049   0.00287  -0.22170  -0.49420  -0.80813  -1.15847
 126.81927    0.28684   0.26826   0.17140   0.00370  -0.22097  -0.49357  -0.80761  -1.15806
 126.93509    0.28784   0.26926   0.17236   0.00458  -0.22019  -0.49290  -0.80704  -1.15760
 127.05092    0.28889   0.27032   0.17337   0.00550  -0.21936  -0.49218  -0.80643  -1.15710
 127.16674    0.28998   0.27142   0.17442   0.00647  -0.21849  -0.49141  -0.80578  -1.15656
 127.28256    0.29112   0.27257   0.17552   0.00748  -0.21758  -0.49060  -0.80508  -1.15598
 127.39838    0.29231   0.27376   0.17666   0.00854  -0.21662  -0.48975  -0.80434  -1.15535
 127.51421    0.29355   0.27501   0.17785   0.00964  -0.21562  -0.48886  -0.80356  -1.15468
 127.63003    0.29483   0.27630   0.17909   0.01079  -0.21457  -0.48792  -0.80273  -1.15397
 127.74585    0.29616   0.27763   0.18037   0.01198  -0.21348  -0.48694  -0.80186  -1.15322
 127.86167    0.29754   0.27901   0.18170   0.01322  -0.21235  -0.48591  -0.80095  -1.15243
 127.97749    0.29897   0.28044   0.18307   0.01450  -0.21117  -0.48485  -0.80000  -1.15159
 128.09332    0.30044   0.28192   0.18448   0.01582  -0.20995  -0.48374  -0.79901  -1.15072
 128.20914    0.30196   0.28344   0.18594   0.01719  -0.20869  -0.48259  -0.79798  -1.14981
 128.32496    0.30352   0.28500   0.18745   0.01861  -0.20738  -0.48140  -0.79690  -1.14885
 128.44078    0.30513   0.28661   0.18900   0.02006  -0.20603  -0.48016  -0.79578  -1.14785
 128.55661    0.30678   0.28827   0.19059   0.02156  -0.20464  -0.47889  -0.79463  -1.14682
 128.67243    0.30848   0.28996   0.19223   0.02310  -0.20321  -0.47757  -0.79343  -1.14574
 128.78825    0.31023   0.29171   0.19391   0.02468  -0.20174  -0.47621  -0.79219  -1.14463
 128.90407    0.31202   0.29350   0.19563   0.02631  -0.20022  -0.47481  -0.79091  -1.14347
 129.01990    0.31385   0.29533   0.19740   0.02798  -0.19866  -0.47337  -0.78960  -1.14228
 129.13572    0.31573   0.29720   0.19921   0.02968  -0.19707  -0.47189  -0.78824  -1.14105
 129.25154    0.31765   0.29912   0.20106   0.03144  -0.19543  -0.47038  -0.78684  -1.13977
 129.36736    0.31961   0.30108   0.20295   0.03323  -0.19375  -0.46882  -0.78541  -1.13846
 129.48318    0.32162   0.30309   0.20489   0.03506  -0.19203  -0.46722  -0.78393  -1.13712
 129.59901    0.32367   0.30513   0.20686   0.03694  -0.19027  -0.46558  -0.78242  -1.13573
 129.71483    0.32577   0.30722   0.20888   0.03885  -0.18847  -0.46390  -0.78087  -1.13431
 129.83065    0.32791   0.30936   0.21094   0.04081  -0.18663  -0.46218  -0.77928  -1.13284
 129.94647    0.33009   0.31153   0.21304   0.04280  -0.18475  -0.46043  -0.77765  -1.13135
 130.06230    0.33231   0.31375   0.21519   0.04484  -0.18284  -0.45864  -0.77598  -1.12981
 130.17812    0.33457   0.31600   0.21737   0.04691  -0.18088  -0.45680  -0.77428  -1.12823
 130.29394    0.33688   0.31830   0.21959   0.04903  -0.17888  -0.45493  -0.77254  -1.12662
 130.40976    0.33923   0.32064   0.22186   0.05119  -0.17685  -0.45302  -0.77076  -1.12498
 130.52559    0.34162   0.32302   0.22416   0.05338  -0.17477  -0.45108  -0.76894  -1.12329
 130.64141    0.34405   0.32544   0.22650   0.05561  -0.17266  -0.44909  -0.76709  -1.12157
 130.75723    0.34652   0.32791   0.22889   0.05789  -0.17051  -0.44707  -0.76520  -1.11982
