      Step     Time          Energy          fmax
FIRE:    0 04:56:41     -280.462585        2.469481
FIRE:    1 04:56:42     -281.087280        0.395289
FIRE:    2 04:56:42     -280.750793        1.640747
FIRE:    3 04:56:42     -280.862000        1.370589
FIRE:    4 04:56:42     -281.013184        0.856948
FIRE:    5 04:56:42     -281.102417        0.161598
FIRE:    6 04:56:42     -281.062653        0.608738
FIRE:    7 04:56:42     -281.066711        0.578745
FIRE:    8 04:56:42     -281.074036        0.520443
FIRE:    9 04:56:42     -281.083221        0.437082
FIRE:   10 04:56:43     -281.092499        0.333172
FIRE:   11 04:56:43     -281.100159        0.214218
FIRE:   12 04:56:43     -281.104675        0.086303
FIRE:   13 04:56:43     -281.105347        0.044310
FIRE:   14 04:56:43     -281.105377        0.043798
FIRE:   15 04:56:43     -281.105377        0.042766
FIRE:   16 04:56:43     -281.105377        0.041234
FIRE:   17 04:56:43     -281.105408        0.039226
FIRE:   18 04:56:43     -281.105408        0.036754
FIRE:   19 04:56:44     -281.105469        0.033850
FIRE:   20 04:56:44     -281.105499        0.030550
FIRE:   21 04:56:44     -281.105530        0.026486
FIRE:   22 04:56:44     -281.105530        0.021566
FIRE:   23 04:56:44     -281.105560        0.015697
FIRE:   24 04:56:44     -281.105591        0.008855
FIRE:   25 04:56:44     -281.105591        0.001044
FIRE:   26 04:56:44     -281.105591        0.007591
FIRE:   27 04:56:44     -281.105591        0.007525
FIRE:   28 04:56:45     -281.105591        0.007383
FIRE:   29 04:56:45     -281.105591        0.007177
FIRE:   30 04:56:45     -281.105591        0.006905
FIRE:   31 04:56:45     -281.105591        0.006567
FIRE:   32 04:56:45     -281.105591        0.006173
FIRE:   33 04:56:45     -281.105591        0.005719
FIRE:   34 04:56:45     -281.105591        0.005148
FIRE:   35 04:56:45     -281.105591        0.004466
FIRE:   36 04:56:45     -281.105591        0.003632
FIRE:   37 04:56:45     -281.105560        0.002645
FIRE:   38 04:56:46     -281.105591        0.001499
FIRE:   39 04:56:46     -281.105591        0.000199
FIRE:   40 04:56:46     -281.105560        0.001248
FIRE:   41 04:56:46     -281.105591        0.001238
FIRE:   42 04:56:46     -281.105560        0.001216
FIRE:   43 04:56:46     -281.105560        0.001178
FIRE:   44 04:56:46     -281.105591        0.001138
FIRE:   45 04:56:46     -281.105591        0.001088
FIRE:   46 04:56:46     -281.105591        0.001022
FIRE:   47 04:56:47     -281.105591        0.000952
FIRE:   48 04:56:47     -281.105591        0.000865
FIRE:   49 04:56:47     -281.105591        0.000755
FIRE:   50 04:56:47     -281.105591        0.000625
FIRE:   51 04:56:47     -281.105591        0.000472
FIRE:   52 04:56:47     -281.105591        0.000293
FIRE:   53 04:56:47     -281.105560        0.000078
FIRE:   54 04:56:47     -281.105591        0.000146
FIRE:   55 04:56:47     -281.105591        0.000146
FIRE:   56 04:56:48     -281.105591        0.000146
FIRE:   57 04:56:48     -281.105591        0.000146
FIRE:   58 04:56:48     -281.105591        0.000138
FIRE:   59 04:56:48     -281.105591        0.000136
FIRE:   60 04:56:48     -281.105591        0.000127
FIRE:   61 04:56:48     -281.105591        0.000116
FIRE:   62 04:56:48     -281.105591        0.000107
FIRE:   63 04:56:48     -281.105591        0.000093
FIRE:   64 04:56:48     -281.105591        0.000073
FIRE:   65 04:56:49     -281.105591        0.000062
FIRE:   66 04:56:49     -281.105591        0.000038
FIRE:   67 04:56:49     -281.105591        0.000016
FIRE:   68 04:56:49     -281.105560        0.000013
FIRE:   69 04:56:49     -281.105560        0.000013
FIRE:   70 04:56:49     -281.105560        0.000012
FIRE:   71 04:56:49     -281.105560        0.000013
FIRE:   72 04:56:49     -281.105591        0.000009
FIRE:   73 04:56:49     -281.105591        0.000008
FIRE:   74 04:56:49     -281.105591        0.000009
FIRE:   75 04:56:50     -281.105591        0.000009
FIRE:   76 04:56:50     -281.105591        0.000009
FIRE:   77 04:56:50     -281.105591        0.000009
FIRE:   78 04:56:50     -281.105591        0.000009
FIRE:   79 04:56:50     -281.105591        0.000009
FIRE:   80 04:56:50     -281.105560        0.000000
