temperature,cte
0.000000000000000,0.0
2.000000000000000,-2.0013135e-08
4.000000000000000,-2.2159562e-08
6.000000000000000,-3.0368192e-08
8.000000000000000,-6.3589635e-08
10.000000000000000,-1.46312891e-07
12.000000000000000,-2.97178891e-07
14.000000000000000,-5.2433578e-07
16.000000000000000,-8.26900323e-07
18.000000000000000,-1.194732614e-06
20.000000000000000,-1.614269548e-06
22.000000000000000,-2.069896055e-06
24.000000000000000,-2.545357854e-06
26.000000000000000,-3.026794123e-06
28.000000000000000,-3.501733976e-06
30.000000000000000,-3.959871321e-06
32.000000000000000,-4.392956526e-06
34.000000000000000,-4.794580461e-06
36.000000000000000,-5.160140191e-06
38.000000000000000,-5.486651865e-06
40.000000000000000,-5.77166532e-06
42.000000000000000,-6.014261982e-06
44.000000000000000,-6.21398349e-06
46.000000000000000,-6.371298598e-06
48.000000000000000,-6.486966954e-06
50.000000000000000,-6.562471019e-06
52.000000000000000,-6.599771375e-06
54.000000000000000,-6.600429181e-06
56.000000000000000,-6.566751711e-06
58.000000000000000,-6.501080567e-06
60.000000000000000,-6.405772572e-06
62.000000000000000,-6.282914796e-06
64.000000000000000,-6.135094867e-06
66.000000000000000,-5.964780193e-06
68.000000000000000,-5.77417233e-06
70.000000000000000,-5.565183085e-06
72.000000000000000,-5.340000767e-06
74.000000000000000,-5.100903228e-06
76.000000000000000,-4.849424465e-06
78.000000000000000,-4.586925925e-06
80.000000000000000,-4.31557085e-06
82.000000000000000,-4.03686036e-06
84.000000000000000,-3.751808824e-06
86.000000000000000,-3.4618001e-06
88.000000000000000,-3.167946372e-06
90.000000000000000,-2.871164921e-06
92.000000000000000,-2.572446419e-06
94.000000000000000,-2.272909201e-06
96.000000000000000,-1.973133122e-06
98.000000000000000,-1.673618144e-06
100.000000000000000,-1.375251844e-06
102.000000000000000,-1.078328878e-06
104.000000000000000,-7.83022458e-07
106.000000000000000,-4.90531304e-07
108.000000000000000,-2.00689607e-07
110.000000000000000,8.6234318e-08
112.000000000000000,3.69563923e-07
114.000000000000000,6.49831145e-07
116.000000000000000,9.26038601e-07
118.000000000000000,1.198394766e-06
120.000000000000000,1.467119323e-06
122.000000000000000,1.731397755e-06
124.000000000000000,1.991145345e-06
126.000000000000000,2.247425766e-06
128.000000000000000,2.499273206e-06
130.000000000000000,2.7462699e-06
132.000000000000000,2.989666606e-06
134.000000000000000,3.228381716e-06
136.000000000000000,3.46256069e-06
138.000000000000000,3.69307266e-06
140.000000000000000,3.919417178e-06
142.000000000000000,4.141124835e-06
144.000000000000000,4.358696792e-06
146.000000000000000,4.57225003e-06
148.000000000000000,4.782190845e-06
150.000000000000000,4.987863129e-06
152.000000000000000,5.189593864e-06
154.000000000000000,5.387809072e-06
156.000000000000000,5.58203075e-06
158.000000000000000,5.772507546e-06
160.000000000000000,5.959378555e-06
162.000000000000000,6.14297657e-06
164.000000000000000,6.322997994e-06
166.000000000000000,6.499254901e-06
168.000000000000000,6.672685738e-06
170.000000000000000,6.842799135e-06
172.000000000000000,7.00935451e-06
174.000000000000000,7.173271548e-06
176.000000000000000,7.334311759e-06
178.000000000000000,7.491870687e-06
180.000000000000000,7.64650919e-06
182.000000000000000,7.798806509e-06
184.000000000000000,7.948461911e-06
186.000000000000000,8.095210562e-06
188.000000000000000,8.239048211e-06
190.000000000000000,8.380560962e-06
192.000000000000000,8.519535352e-06
194.000000000000000,8.656048718e-06
196.000000000000000,8.790522227e-06
198.000000000000000,8.922229289e-06
200.000000000000000,9.052277815e-06
202.000000000000000,9.179818482e-06
204.000000000000000,9.304877957e-06
206.000000000000000,9.42861886e-06
208.000000000000000,9.549533408e-06
210.000000000000000,9.668674683e-06
212.000000000000000,9.786287938e-06
214.000000000000000,9.901837581e-06
216.000000000000000,1.0015452257e-05
218.000000000000000,1.0127285325e-05
220.000000000000000,1.0237592657e-05
222.000000000000000,1.0346098611e-05
224.000000000000000,1.0452950871e-05
226.000000000000000,1.0557541552e-05
228.000000000000000,1.0661072091e-05
230.000000000000000,1.0763975607e-05
232.000000000000000,1.0864256048e-05
234.000000000000000,1.0963108162e-05
236.000000000000000,1.1061185052e-05
238.000000000000000,1.1157305813e-05
240.000000000000000,1.1252156087e-05
242.000000000000000,1.1345896015e-05
244.000000000000000,1.143809771e-05
246.000000000000000,1.1528953238e-05
248.000000000000000,1.1619098864e-05
250.000000000000000,1.17078656e-05
252.000000000000000,1.1795426225e-05
